time,value
2024-12-04T00:00:08.617801202Z,0
2024-12-04T00:00:18.689901725Z,0
2024-12-04T00:00:28.755705758Z,0
2024-12-04T00:00:38.876018112Z,0
2024-12-04T00:00:48.963529883Z,0
2024-12-04T00:00:59.060028885Z,0
2024-12-04T00:01:09.175411516Z,0
2024-12-04T00:01:19.255220491Z,0
2024-12-04T00:01:29.368204244Z,0
2024-12-04T00:01:39.489803716Z,0
2024-12-04T00:01:49.567338447Z,0
2024-12-04T00:01:59.656174463Z,0
2024-12-04T00:02:09.655155043Z,0
2024-12-04T00:02:19.72815091Z,0
2024-12-04T00:02:29.788401082Z,0
2024-12-04T00:02:39.90947448Z,0
2024-12-04T00:02:49.980257488Z,0
2024-12-04T00:03:00.091159538Z,0
2024-12-04T00:03:10.218849625Z,0
2024-12-04T00:03:20.211735048Z,0
2024-12-04T00:03:30.291450629Z,0
2024-12-04T00:03:40.40077894Z,0
2024-12-04T00:03:50.531757456Z,0
2024-12-04T00:04:00.515088277Z,0
2024-12-04T00:04:10.639012114Z,0
2024-12-04T00:04:20.613880243Z,0
2024-12-04T00:04:30.699231788Z,0
2024-12-04T00:04:40.812374289Z,0
2024-12-04T00:04:50.835706364Z,0
2024-12-04T00:05:00.932811235Z,0
2024-12-04T00:05:11.013535761Z,0
2024-12-04T00:05:21.08747212Z,0
2024-12-04T00:05:31.186909891Z,0
2024-12-04T00:05:41.186324662Z,0
2024-12-04T00:05:51.219505335Z,0
2024-12-04T00:06:01.332264217Z,0
2024-12-04T00:06:11.477295927Z,0
2024-12-04T00:06:21.54019308Z,0
2024-12-04T00:06:31.635589623Z,0
2024-12-04T00:06:41.773406067Z,0
2024-12-04T00:06:51.786173724Z,0
2024-12-04T00:07:01.883841667Z,0
2024-12-04T00:07:11.893474929Z,0
2024-12-04T00:07:22.014943073Z,0
2024-12-04T00:07:32.115046702Z,0
2024-12-04T00:08:10.430116843Z,0
2024-12-04T00:08:20.48750287Z,0
2024-12-04T00:08:30.553356532Z,0
2024-12-04T00:08:40.673850055Z,0
2024-12-04T00:08:50.713196891Z,0
2024-12-04T00:09:00.801235785Z,0
2024-12-04T00:09:10.930225546Z,0
2024-12-04T00:09:21.025912144Z,0
2024-12-04T00:09:31.124857345Z,0
2024-12-04T00:09:41.239122522Z,0
2024-12-04T00:09:51.291654574Z,0
2024-12-04T00:10:01.366471056Z,0
2024-12-04T00:10:11.464346426Z,0
2024-12-04T00:10:21.543470621Z,0
2024-12-04T00:10:31.640413549Z,0
2024-12-04T00:10:44.005102472Z,0
2024-12-04T00:10:51.735882397Z,0
2024-12-04T00:11:25.386537043Z,0
2024-12-04T00:11:35.459051196Z,0
2024-12-04T00:11:45.514892259Z,0
2024-12-04T00:11:55.586820332Z,0
2024-12-04T00:12:05.678780857Z,0
2024-12-04T00:12:15.759329133Z,0
2024-12-04T00:12:25.786512751Z,0
2024-12-04T00:12:35.855696824Z,0
2024-12-04T00:12:45.909188149Z,0
2024-12-04T00:12:55.965403077Z,0
2024-12-04T00:13:06.048921706Z,0
2024-12-04T00:13:16.159972386Z,0
2024-12-04T00:13:26.218226303Z,0
2024-12-04T00:13:36.291095114Z,0
2024-12-04T00:13:46.39102108Z,0
2024-12-04T00:13:56.466819273Z,0
2024-12-04T00:14:06.527014644Z,0
2024-12-04T00:14:16.615288055Z,0
2024-12-04T00:14:26.68917557Z,0
2024-12-04T00:14:36.743489168Z,0
2024-12-04T00:15:16.234853706Z,0
2024-12-04T00:15:26.329862134Z,0
2024-12-04T00:15:36.432174157Z,0
2024-12-04T00:15:46.488424403Z,0
2024-12-04T00:15:56.587904766Z,0
2024-12-04T00:16:06.696019279Z,0
2024-12-04T00:16:16.717633936Z,0
2024-12-04T00:16:53.008627399Z,0
2024-12-04T00:17:03.097074666Z,0
2024-12-04T00:17:13.291811235Z,0
2024-12-04T00:17:23.267844344Z,0
2024-12-04T00:17:33.368261456Z,0
2024-12-04T00:17:43.465075978Z,0
2024-12-04T00:17:53.54420626Z,0
2024-12-04T00:18:03.659781991Z,0
2024-12-04T00:18:13.727094355Z,0
2024-12-04T00:18:23.83987267Z,0
2024-12-04T00:18:33.911460967Z,0
2024-12-04T00:18:44.011389659Z,0
2024-12-04T00:18:54.099612589Z,0
2024-12-04T00:19:04.203210762Z,0
2024-12-04T00:19:14.293272483Z,0
2024-12-04T00:19:24.412765063Z,0
2024-12-04T00:19:34.500229319Z,0
2024-12-04T00:19:44.572122598Z,0
2024-12-04T00:19:54.672731087Z,0
2024-12-04T00:20:04.760690539Z,0
2024-12-04T00:20:14.846388664Z,0
2024-12-04T00:20:24.933108541Z,0
2024-12-04T00:20:35.033747651Z,0
2024-12-04T00:20:45.147058432Z,0
2024-12-04T00:20:55.247106793Z,0
2024-12-04T00:21:05.327694139Z,0
2024-12-04T00:21:15.400276295Z,0
2024-12-04T00:21:25.500960128Z,0
2024-12-04T00:21:35.583731921Z,0
2024-12-04T00:21:45.670298956Z,0
2024-12-04T00:21:55.755353787Z,0
2024-12-04T00:22:05.844204997Z,0
2024-12-04T00:22:56.282414614Z,0
2024-12-04T00:23:07.211192823Z,0
2024-12-04T00:23:19.235104905Z,0
2024-12-04T00:23:30.431537974Z,0
2024-12-04T00:23:41.434456907Z,0
2024-12-04T00:23:52.953584638Z,0
2024-12-04T00:24:03.807908556Z,0
2024-12-04T00:24:15.101693472Z,0
2024-12-04T00:24:26.139094294Z,0
2024-12-04T00:24:37.091262746Z,0
2024-12-04T00:24:48.609907757Z,0
2024-12-04T00:24:59.617161837Z,0
2024-12-04T00:25:10.70663687Z,0
2024-12-04T00:25:21.99086447Z,0
2024-12-04T00:25:33.110944379Z,0
2024-12-04T00:25:44.622685523Z,0
2024-12-04T00:25:55.62826935Z,0
2024-12-04T00:26:07.057590963Z,0
2024-12-04T00:26:18.055489867Z,0
2024-12-04T00:26:29.01558494Z,0
2024-12-04T00:26:40.078276013Z,0
2024-12-04T00:26:51.948654095Z,0
2024-12-04T00:27:02.935600525Z,0
2024-12-04T00:27:14.071709353Z,0
2024-12-04T00:27:24.270911773Z,0
2024-12-04T00:27:35.189762519Z,0
2024-12-04T00:28:36.913344825Z,0
2024-12-04T00:28:49.891610639Z,0
2024-12-04T00:29:02.264077035Z,0
2024-12-04T00:29:14.762883859Z,0
2024-12-04T00:29:27.191582664Z,0
2024-12-04T00:29:39.540503085Z,0
2024-12-04T00:29:51.322241002Z,0
2024-12-04T00:30:03.822518285Z,0
2024-12-04T00:30:17.169469722Z,0
2024-12-04T00:30:30.057435016Z,0
2024-12-04T00:45:20.80122003Z,0
2024-12-04T00:45:33.338010818Z,0
2024-12-04T00:46:25.871192313Z,0
2024-12-04T00:46:38.670019372Z,0
2024-12-04T00:46:51.733297785Z,0
2024-12-04T00:47:04.685156094Z,0
2024-12-04T00:47:20.681046053Z,0
2024-12-04T00:47:33.800192324Z,0
2024-12-04T00:47:47.789275442Z,0
2024-12-04T00:48:00.56270948Z,0
2024-12-04T00:48:13.350264127Z,0
2024-12-04T00:48:23.628114449Z,0
2024-12-04T00:49:25.580486606Z,0
2024-12-04T00:49:38.997462262Z,0
2024-12-04T00:49:51.751863568Z,0
2024-12-04T00:50:04.494642502Z,0
2024-12-04T00:50:19.857119701Z,0
2024-12-04T00:50:33.014504472Z,0
2024-12-04T00:50:45.814309715Z,0
2024-12-04T00:50:58.777399777Z,0
2024-12-04T00:52:03.396306421Z,0
2024-12-04T00:52:13.436222158Z,0
2024-12-04T00:52:24.232395263Z,0
2024-12-04T00:52:34.333922071Z,0
2024-12-04T00:52:44.521534242Z,0
2024-12-04T00:52:55.000247371Z,0
2024-12-04T00:53:05.055320573Z,0
2024-12-04T00:53:15.398169Z,0
2024-12-04T00:53:25.630287276Z,0
2024-12-04T00:53:35.650639504Z,0
2024-12-04T00:53:45.745580454Z,0
2024-12-04T00:53:55.843068782Z,0
2024-12-04T00:54:05.910435013Z,0
2024-12-04T00:54:15.989646065Z,0
2024-12-04T00:54:26.025180041Z,0
2024-12-04T00:54:36.041032595Z,0
2024-12-04T00:54:46.054126638Z,0
2024-12-04T00:54:56.076453227Z,0
2024-12-04T00:55:49.740761973Z,0
2024-12-04T00:56:01.237192639Z,0
2024-12-04T00:56:12.745532353Z,0
2024-12-04T00:56:22.842153186Z,0
2024-12-04T00:56:34.499396149Z,0
2024-12-04T00:56:48.719841991Z,0
2024-12-04T00:57:00.369684631Z,0
2024-12-04T00:57:11.970263494Z,0
2024-12-04T00:57:22.004851736Z,0
2024-12-04T00:57:34.081563019Z,0
2024-12-04T00:57:45.659660355Z,0
2024-12-04T00:57:57.335959117Z,0
2024-12-04T00:58:09.002489752Z,0
2024-12-04T00:58:19.569476962Z,0
2024-12-04T00:58:31.275188299Z,0
2024-12-04T00:58:42.914429965Z,0
2024-12-04T00:58:52.935423822Z,0
2024-12-04T00:59:04.576109726Z,0
2024-12-04T00:59:19.269749607Z,0
2024-12-04T00:59:31.298428809Z,0
2024-12-04T00:59:43.06163626Z,0
2024-12-04T00:59:53.160865724Z,0
2024-12-04T01:00:04.715763387Z,0
2024-12-04T01:00:19.836032675Z,0
2024-12-04T01:00:31.441276723Z,0
2024-12-04T01:00:43.00840439Z,0
2024-12-04T01:00:54.9576371Z,0
2024-12-04T01:01:06.595535173Z,0
2024-12-04T01:01:16.784657767Z,0
2024-12-04T01:01:48.417292664Z,0
2024-12-04T01:01:58.486190468Z,0
2024-12-04T01:02:08.582010182Z,0
2024-12-04T01:02:18.635338426Z,0
2024-12-04T01:02:28.686090058Z,0
2024-12-04T01:02:38.784312785Z,0
2024-12-04T01:02:49.202728394Z,0
2024-12-04T01:02:59.261869664Z,0
2024-12-04T01:03:09.352409186Z,0
2024-12-04T01:03:19.429285295Z,0
2024-12-04T01:03:29.478349971Z,0
2024-12-04T01:03:39.56896547Z,0
2024-12-04T01:03:49.670907524Z,0
2024-12-04T01:03:59.746753489Z,0
2024-12-04T01:04:09.811130124Z,0
2024-12-04T01:04:19.869482076Z,0
2024-12-04T01:04:29.962574289Z,0
2024-12-04T01:04:40.038884439Z,0
2024-12-04T01:04:50.078555403Z,0
2024-12-04T01:05:00.14099638Z,0
2024-12-04T01:05:10.232369588Z,0
2024-12-04T01:05:20.298356798Z,0
2024-12-04T01:05:30.42630953Z,0
2024-12-04T01:05:40.459626128Z,0
2024-12-04T01:05:50.527535344Z,0
