time,value
2024-12-04T00:00:08.617801202Z,3.4099998474121094
2024-12-04T00:00:18.689901725Z,3.4099998474121094
2024-12-04T00:00:28.755705758Z,3.4099998474121094
2024-12-04T00:00:38.876018112Z,3.4099998474121094
2024-12-04T00:00:48.963529883Z,3.4099998474121094
2024-12-04T00:00:59.060028885Z,3.4099998474121094
2024-12-04T00:01:09.175411516Z,3.4099998474121094
2024-12-04T00:01:19.255220491Z,3.4099998474121094
2024-12-04T00:01:29.368204244Z,3.4099998474121094
2024-12-04T00:01:39.489803716Z,3.4099998474121094
2024-12-04T00:01:49.567338447Z,3.4099998474121094
2024-12-04T00:01:59.656174463Z,3.4099998474121094
2024-12-04T00:02:09.655155043Z,3.4099998474121094
2024-12-04T00:02:19.72815091Z,3.4099998474121094
2024-12-04T00:02:29.788401082Z,3.4099998474121094
2024-12-04T00:02:39.90947448Z,3.4099998474121094
2024-12-04T00:02:49.980257488Z,3.4099998474121094
2024-12-04T00:03:00.091159538Z,3.4099998474121094
2024-12-04T00:03:10.218849625Z,3.4099998474121094
2024-12-04T00:03:20.211735048Z,3.4099998474121094
2024-12-04T00:03:30.291450629Z,3.4099998474121094
2024-12-04T00:03:40.40077894Z,3.4099998474121094
2024-12-04T00:03:50.531757456Z,3.4099998474121094
2024-12-04T00:04:00.515088277Z,3.0399999618530273
2024-12-04T00:04:10.639012114Z,3.0399999618530273
2024-12-04T00:04:20.613880243Z,3.0399999618530273
2024-12-04T00:04:30.699231788Z,3.0399999618530273
2024-12-04T00:04:40.812374289Z,3.0399999618530273
2024-12-04T00:04:50.835706364Z,3.0399999618530273
2024-12-04T00:05:00.932811235Z,3.0399999618530273
2024-12-04T00:05:11.013535761Z,3.0399999618530273
2024-12-04T00:05:21.08747212Z,3.0399999618530273
2024-12-04T00:05:31.186909891Z,3.0399999618530273
2024-12-04T00:05:41.186324662Z,3.0399999618530273
2024-12-04T00:05:51.219505335Z,3.0399999618530273
2024-12-04T00:06:01.332264217Z,3.0399999618530273
2024-12-04T00:06:11.477295927Z,3.0399999618530273
2024-12-04T00:06:21.54019308Z,3.0399999618530273
2024-12-04T00:06:31.635589623Z,3.0399999618530273
2024-12-04T00:06:41.773406067Z,3.0399999618530273
2024-12-04T00:06:51.786173724Z,3.0299999713897705
2024-12-04T00:07:01.883841667Z,3.0299999713897705
2024-12-04T00:07:11.893474929Z,3.0299999713897705
2024-12-04T00:07:22.014943073Z,3.0299999713897705
2024-12-04T00:07:32.115046702Z,3.0299999713897705
2024-12-04T00:08:10.430116843Z,3.0299999713897705
2024-12-04T00:08:20.48750287Z,3.0299999713897705
2024-12-04T00:08:30.553356532Z,3.0299999713897705
2024-12-04T00:08:40.673850055Z,3.0299999713897705
2024-12-04T00:08:50.713196891Z,3.0299999713897705
2024-12-04T00:09:00.801235785Z,3.0299999713897705
2024-12-04T00:09:10.930225546Z,3.0299999713897705
2024-12-04T00:09:21.025912144Z,3.0299999713897705
2024-12-04T00:09:31.124857345Z,3.0299999713897705
2024-12-04T00:09:41.239122522Z,3.0299999713897705
2024-12-04T00:09:51.291654574Z,3.0299999713897705
2024-12-04T00:10:01.366471056Z,3.0299999713897705
2024-12-04T00:10:11.464346426Z,3.0299999713897705
2024-12-04T00:10:21.543470621Z,3.0299999713897705
2024-12-04T00:10:31.640413549Z,3.0299999713897705
2024-12-04T00:10:44.005102472Z,3.0299999713897705
2024-12-04T00:10:51.735882397Z,3.0299999713897705
2024-12-04T00:11:25.386537043Z,3.0299999713897705
2024-12-04T00:11:35.459051196Z,3.0299999713897705
2024-12-04T00:11:45.514892259Z,3.0399999618530273
2024-12-04T00:11:55.586820332Z,3.0399999618530273
2024-12-04T00:12:05.678780857Z,3.0399999618530273
2024-12-04T00:12:15.759329133Z,3.0399999618530273
2024-12-04T00:12:25.786512751Z,3.0399999618530273
2024-12-04T00:12:35.855696824Z,3.0399999618530273
